,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
127,Shot Chart Detail,0021400161,272,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,141,118,1,1
128,Shot Chart Detail,0021400161,281,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,179,48,1,1
129,Shot Chart Detail,0021400161,285,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,41,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-119,143,1,0
130,Shot Chart Detail,0021400161,289,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-177,33,1,0
131,Shot Chart Detail,0021400161,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,53,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,69,121,1,1
132,Shot Chart Detail,0021400161,369,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,45,151,1,1
133,Shot Chart Detail,0021400161,381,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,118,121,1,1
134,Shot Chart Detail,0021400170,21,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,6,1,1
135,Shot Chart Detail,0021400170,47,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,50,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,56,58,1,1
136,Shot Chart Detail,0021400170,85,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-204,142,1,1
137,Shot Chart Detail,0021400170,92,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-136,127,1,1
138,Shot Chart Detail,0021400170,97,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,190,1,0
139,Shot Chart Detail,0021400170,169,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,47,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,7,1,0
140,Shot Chart Detail,0021400170,187,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,28,249,1,1
141,Shot Chart Detail,0021400170,219,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-215,131,1,0
142,Shot Chart Detail,0021400170,242,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-67,241,1,1
143,Shot Chart Detail,0021400170,263,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,1
144,Shot Chart Detail,0021400170,316,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,152,83,1,1
145,Shot Chart Detail,0021400170,325,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-43,192,1,0
146,Shot Chart Detail,0021400170,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,31,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,72,74,1,0
147,Shot Chart Detail,0021400193,95,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-27,249,1,0
148,Shot Chart Detail,0021400193,184,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,0
149,Shot Chart Detail,0021400193,199,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-130,172,1,0
150,Shot Chart Detail,0021400193,242,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,7,1,1
151,Shot Chart Detail,0021400193,254,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,55,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-114,9,1,0
152,Shot Chart Detail,0021400193,300,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,69,121,1,1
153,Shot Chart Detail,0021400193,312,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,9,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1
154,Shot Chart Detail,0021400193,314,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,39,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,94,138,1,1
155,Shot Chart Detail,0021400193,327,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,48,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,69,82,1,0
156,Shot Chart Detail,0021400193,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-23,252,1,1
157,Shot Chart Detail,0021400193,346,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,33,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-52,176,1,0
158,Shot Chart Detail,0021400193,363,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,24,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,67,129,1,1
159,Shot Chart Detail,0021400193,396,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1
160,Shot Chart Detail,0021400198,19,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,69,263,1,0
161,Shot Chart Detail,0021400198,65,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,213,1,0
162,Shot Chart Detail,0021400198,90,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,43,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-71,37,1,1
163,Shot Chart Detail,0021400198,100,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,58,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-78,60,1,1
164,Shot Chart Detail,0021400198,111,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,1,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,50,77,1,1
165,Shot Chart Detail,0021400198,213,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-15,192,1,1
166,Shot Chart Detail,0021400198,225,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-127,132,1,1
167,Shot Chart Detail,0021400198,228,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,53,82,1,0
168,Shot Chart Detail,0021400198,281,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,116,121,1,1
169,Shot Chart Detail,0021400198,318,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,61,183,1,1
170,Shot Chart Detail,0021400198,333,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-24,164,1,0
171,Shot Chart Detail,0021400198,408,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,179,1,1
172,Shot Chart Detail,0021400198,419,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-32,124,1,0
173,Shot Chart Detail,0021400198,438,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,19,1,1
174,Shot Chart Detail,0021400198,473,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-75,257,1,0
175,Shot Chart Detail,0021400198,483,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,20,265,1,1
176,Shot Chart Detail,0021400216,93,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,29,36,1,0
177,Shot Chart Detail,0021400216,101,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1
178,Shot Chart Detail,0021400216,207,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-98,244,1,1
179,Shot Chart Detail,0021400216,245,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,47,265,1,0
180,Shot Chart Detail,0021400216,303,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-150,131,1,1
181,Shot Chart Detail,0021400216,306,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,38,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-57,19,1,1
182,Shot Chart Detail,0021400216,320,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-98,258,1,1
183,Shot Chart Detail,0021400216,336,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,23,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,4,67,1,1
184,Shot Chart Detail,0021400216,342,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-134,105,1,1
185,Shot Chart Detail,0021400216,351,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,7,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,168,64,1,1
186,Shot Chart Detail,0021400216,369,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,9,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,66,1,0
187,Shot Chart Detail,0021400216,441,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-144,220,1,1
188,Shot Chart Detail,0021400228,87,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,45,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,51,172,1,1
189,Shot Chart Detail,0021400228,179,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-26,176,1,0
190,Shot Chart Detail,0021400228,277,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,1
191,Shot Chart Detail,0021400228,284,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,83,235,1,1
192,Shot Chart Detail,0021400228,289,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,211,162,1,0
193,Shot Chart Detail,0021400228,431,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,42,184,1,0
194,Shot Chart Detail,0021400228,438,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,18,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,4,1,0
195,Shot Chart Detail,0021400239,4,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-97,222,1,1
196,Shot Chart Detail,0021400239,14,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-79,228,1,0
197,Shot Chart Detail,0021400239,39,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-168,-17,1,1
198,Shot Chart Detail,0021400239,101,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-158,198,1,0
199,Shot Chart Detail,0021400239,198,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,95,142,1,1
200,Shot Chart Detail,0021400239,227,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-153,132,1,0
201,Shot Chart Detail,0021400239,235,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,55,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,48,1,1
202,Shot Chart Detail,0021400239,238,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,163,132,1,1
203,Shot Chart Detail,0021400239,252,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-92,153,1,0
204,Shot Chart Detail,0021400239,290,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-130,148,1,1
205,Shot Chart Detail,0021400239,299,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,53,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,92,110,1,1
206,Shot Chart Detail,0021400239,307,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-120,176,1,0
207,Shot Chart Detail,0021400239,445,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,108,127,1,0
208,Shot Chart Detail,0021400252,44,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,127,230,1,0
209,Shot Chart Detail,0021400252,105,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-60,178,1,1
210,Shot Chart Detail,0021400252,279,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,263,1,0
211,Shot Chart Detail,0021400252,317,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,81,132,1,0
212,Shot Chart Detail,0021400252,349,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,15,1,1
213,Shot Chart Detail,0021400252,358,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,83,72,1,0
214,Shot Chart Detail,0021400252,382,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,13,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-7,83,1,1
215,Shot Chart Detail,0021400272,79,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,84,66,1,1
216,Shot Chart Detail,0021400272,208,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,196,156,1,1
217,Shot Chart Detail,0021400272,211,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,154,66,1,1
218,Shot Chart Detail,0021400272,226,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-59,250,1,0
219,Shot Chart Detail,0021400272,280,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,209,1,0
220,Shot Chart Detail,0021400272,308,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,105,0,1,1
221,Shot Chart Detail,0021400272,318,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-73,252,1,1
222,Shot Chart Detail,0021400272,328,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,59,157,1,0
223,Shot Chart Detail,0021400272,347,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-109,104,1,1
224,Shot Chart Detail,0021400272,395,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,215,160,1,1
225,Shot Chart Detail,0021400293,20,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,84,238,1,1
226,Shot Chart Detail,0021400293,28,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-24,249,1,1
227,Shot Chart Detail,0021400293,48,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-193,151,1,0
228,Shot Chart Detail,0021400293,70,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-141,96,1,0
229,Shot Chart Detail,0021400293,87,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-187,12,1,1
230,Shot Chart Detail,0021400293,90,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,22,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,0
231,Shot Chart Detail,0021400293,177,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,39,135,1,0
232,Shot Chart Detail,0021400293,220,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-92,101,1,1
233,Shot Chart Detail,0021400293,222,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-65,242,1,0
234,Shot Chart Detail,0021400293,261,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-108,113,1,0
235,Shot Chart Detail,0021400293,286,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,181,1,1
236,Shot Chart Detail,0021400293,314,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,173,1,1
237,Shot Chart Detail,0021400293,350,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,0,1,1
238,Shot Chart Detail,0021400307,27,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-128,219,1,0
239,Shot Chart Detail,0021400307,61,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,38,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,67,127,1,1
240,Shot Chart Detail,0021400307,75,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,118,131,1,0
