,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
570,Shot Chart Detail,0021400640,280,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,220,1,0
571,Shot Chart Detail,0021400640,293,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,30,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1
572,Shot Chart Detail,0021400659,44,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,33,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-86,140,1,1
573,Shot Chart Detail,0021400659,60,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,1,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,-70,138,1,0
574,Shot Chart Detail,0021400659,82,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,13,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-24,64,1,1
575,Shot Chart Detail,0021400659,98,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-54,246,1,0
576,Shot Chart Detail,0021400659,196,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-106,225,1,1
577,Shot Chart Detail,0021400659,301,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-105,228,1,1
578,Shot Chart Detail,0021400659,315,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,8,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,92,30,1,1
579,Shot Chart Detail,0021400659,364,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-7,246,1,0
580,Shot Chart Detail,0021400659,425,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,88,231,1,1
581,Shot Chart Detail,0021400659,447,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,133,88,1,0
582,Shot Chart Detail,0021400659,463,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,84,71,1,1
583,Shot Chart Detail,0021400674,33,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,122,91,1,1
584,Shot Chart Detail,0021400674,60,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,9,1,1
585,Shot Chart Detail,0021400674,63,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,28,249,1,0
586,Shot Chart Detail,0021400674,95,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,17,1,1
587,Shot Chart Detail,0021400674,97,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-127,45,1,0
588,Shot Chart Detail,0021400674,195,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,0,249,1,1
589,Shot Chart Detail,0021400674,295,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,15,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,14,1,1
590,Shot Chart Detail,0021400674,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,61,244,1,0
591,Shot Chart Detail,0021400674,319,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-127,58,1,1
592,Shot Chart Detail,0021400674,405,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,114,143,1,1
593,Shot Chart Detail,0021400674,462,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,10,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,75,143,1,0
594,Shot Chart Detail,0021400690,41,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,7,108,1,1
595,Shot Chart Detail,0021400690,143,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,187,1,0
596,Shot Chart Detail,0021400690,185,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,15,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,67,61,1,1
597,Shot Chart Detail,0021400690,193,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,26,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,40,129,1,1
598,Shot Chart Detail,0021400690,206,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-6,1,1
599,Shot Chart Detail,0021400690,236,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-161,183,1,1
600,Shot Chart Detail,0021400690,240,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,10,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,-8,1,0
601,Shot Chart Detail,0021400690,247,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,84,165,1,1
602,Shot Chart Detail,0021400690,267,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,36,194,1,0
603,Shot Chart Detail,0021400690,272,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-2,151,1,0
604,Shot Chart Detail,0021400690,283,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,28,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,231,71,1,0
605,Shot Chart Detail,0021400690,304,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,103,135,1,1
606,Shot Chart Detail,0021400690,307,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,12,1,0
607,Shot Chart Detail,0021400690,410,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-51,153,1,0
608,Shot Chart Detail,0021400690,440,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,121,121,1,1
609,Shot Chart Detail,0021400690,477,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-111,244,1,0
610,Shot Chart Detail,0021400701,5,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-64,239,1,0
611,Shot Chart Detail,0021400701,59,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,13,75,1,0
612,Shot Chart Detail,0021400701,185,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-45,88,1,0
613,Shot Chart Detail,0021400701,213,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-128,112,1,1
614,Shot Chart Detail,0021400701,251,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-68,246,1,1
615,Shot Chart Detail,0021400701,268,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1
616,Shot Chart Detail,0021400701,275,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,203,1,0
617,Shot Chart Detail,0021400701,278,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,88,157,1,0
618,Shot Chart Detail,0021400701,307,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,54,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,9,1,1
619,Shot Chart Detail,0021400701,318,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,-41,236,1,0
620,Shot Chart Detail,0021400701,362,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,54,250,1,0
621,Shot Chart Detail,0021400701,398,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,42,217,367,1,0
622,Shot Chart Detail,0021400701,414,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,13,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,31,1,1
623,Shot Chart Detail,0021400701,457,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,8,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-52,96,1,1
624,Shot Chart Detail,0021400701,460,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,27,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,92,4,1,1
625,Shot Chart Detail,0021400701,465,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,89,239,1,1
626,Shot Chart Detail,0021400701,476,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-183,167,1,1
627,Shot Chart Detail,0021400701,488,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-108,239,1,0
628,Shot Chart Detail,0021400701,511,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,16,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-24,132,1,1
629,Shot Chart Detail,0021400701,513,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,114,101,1,0
630,Shot Chart Detail,0021400714,14,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,1,1,1
631,Shot Chart Detail,0021400714,17,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,5,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,-22,1,1
632,Shot Chart Detail,0021400714,54,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,66,1,0
633,Shot Chart Detail,0021400714,73,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,-6,1,0
634,Shot Chart Detail,0021400714,225,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,159,110,1,0
635,Shot Chart Detail,0021400714,231,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,34,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
636,Shot Chart Detail,0021400714,234,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,190,209,1,1
637,Shot Chart Detail,0021400714,255,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,6,244,1,0
638,Shot Chart Detail,0021400714,262,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,75,190,1,0
639,Shot Chart Detail,0021400714,314,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,46,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,47,99,1,1
640,Shot Chart Detail,0021400714,316,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,116,153,1,1
641,Shot Chart Detail,0021400714,454,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-168,41,1,1
642,Shot Chart Detail,0021400714,460,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,181,67,1,1
643,Shot Chart Detail,0021400714,465,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,154,89,1,0
644,Shot Chart Detail,0021400714,470,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,102,142,1,0
645,Shot Chart Detail,0021400714,492,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-139,75,1,1
646,Shot Chart Detail,0021400720,35,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-101,216,1,0
647,Shot Chart Detail,0021400720,46,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-34,203,1,0
648,Shot Chart Detail,0021400720,102,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-175,162,1,1
649,Shot Chart Detail,0021400720,172,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-34,176,1,0
650,Shot Chart Detail,0021400720,216,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,162,-3,1,0
651,Shot Chart Detail,0021400720,223,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,144,250,1,0
652,Shot Chart Detail,0021400720,236,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,-2,1,1
653,Shot Chart Detail,0021400720,258,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,28,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,45,129,1,1
654,Shot Chart Detail,0021400720,277,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,132,77,1,1
655,Shot Chart Detail,0021400720,299,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,147,-3,1,0
656,Shot Chart Detail,0021400720,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-136,82,1,0
657,Shot Chart Detail,0021400720,334,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-7,255,1,1
658,Shot Chart Detail,0021400720,428,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,7,1,1
659,Shot Chart Detail,0021400720,467,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,0,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,67,1,1
660,Shot Chart Detail,0021400720,494,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,14,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-226,59,1,0
661,Shot Chart Detail,0021400720,507,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,13,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-22,55,1,0
662,Shot Chart Detail,0021400720,522,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,119,112,1,0
663,Shot Chart Detail,0021400720,535,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,0,1,1
664,Shot Chart Detail,0021400743,10,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,186,1,0
665,Shot Chart Detail,0021400743,13,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-171,0,1,1
666,Shot Chart Detail,0021400743,37,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-128,211,1,0
667,Shot Chart Detail,0021400743,49,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,49,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,17,52,1,1
668,Shot Chart Detail,0021400743,68,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,6,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-46,91,1,0
669,Shot Chart Detail,0021400743,104,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,84,77,1,0
670,Shot Chart Detail,0021400743,110,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-152,105,1,0
671,Shot Chart Detail,0021400743,208,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,3,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,56,22,1,0
672,Shot Chart Detail,0021400743,248,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,141,63,1,0
673,Shot Chart Detail,0021400743,255,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,36,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,61,119,1,1
674,Shot Chart Detail,0021400743,280,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-4,138,1,0
675,Shot Chart Detail,0021400743,292,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-213,116,1,1
676,Shot Chart Detail,0021400743,340,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,59,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-3,1,0
677,Shot Chart Detail,0021400743,373,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-116,119,1,0
678,Shot Chart Detail,0021400752,2,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-11,209,1,0
679,Shot Chart Detail,0021400752,21,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,28,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1
680,Shot Chart Detail,0021400752,37,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-11,266,1,0
681,Shot Chart Detail,0021400752,60,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,26,261,1,0
682,Shot Chart Detail,0021400752,200,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,15,1,0
683,Shot Chart Detail,0021400752,208,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,0,1,1
684,Shot Chart Detail,0021400752,254,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-23,254,1,1
685,Shot Chart Detail,0021400752,289,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,42,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-35,72,1,1
686,Shot Chart Detail,0021400752,303,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,95,249,1,0
687,Shot Chart Detail,0021400752,330,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,39,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,25,1,0
688,Shot Chart Detail,0021400752,349,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-155,26,1,1
689,Shot Chart Detail,0021400752,355,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-163,50,1,0
690,Shot Chart Detail,0021400752,434,101108,Chris Paul,1610612746,Los Angeles Clippers,4,11,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,39,190,1,1
691,Shot Chart Detail,0021400752,437,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,89,165,1,1
692,Shot Chart Detail,0021400752,449,101108,Chris Paul,1610612746,Los Angeles Clippers,4,9,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,37,209,1,0
693,Shot Chart Detail,0021400752,467,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,217,1,1
694,Shot Chart Detail,0021400765,21,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,58,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,138,198,1,0
695,Shot Chart Detail,0021400765,52,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,55,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,40,121,1,1
696,Shot Chart Detail,0021400765,109,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,54,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,6,1,1
